AnGamGeneStableID	AnGamTranscriptstableID	AnFunGeneStableID	AnFunTranscriptStableID	GeneName	GeneClass
AGAP007604	AGAP007604-RA	AFUN005798	AFUN005798-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004429	AGAP004429-RA	AFUN005872	AFUN005872-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004429	AGAP004429-RA	AFUN005872	AFUN005872-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004429	AGAP004429-RA	AFUN005872	AFUN005872-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004375	AGAP004375-RA	AFUN005915	AFUN005915-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004375	AGAP004375-RB	AFUN005915	AFUN005915-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004375	AGAP004375-RA	AFUN005915	AFUN005915-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004375	AGAP004375-RB	AFUN005915	AFUN005915-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006881	AGAP006881-RA	AFUN006364	AFUN006364-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006881	AGAP006881-RA	AFUN006364	AFUN006364-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006903	AGAP006903-RA	AFUN006395	AFUN006395-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006903	AGAP006903-RA	AFUN006395	AFUN006395-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP000656	AGAP000656-RA	AFUN006814	AFUN006814-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP000656	AGAP000656-RA	AFUN006814	AFUN006814-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011338	AGAP011338-RA	AFUN007106	AFUN007106-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011338	AGAP011338-RA	AFUN007106	AFUN007106-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011338	AGAP011338-RA	AFUN007106	AFUN007106-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011338	AGAP011338-RA	AFUN007106	AFUN007106-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011984	AGAP011984-RA	AFUN009692	AFUN009692-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011984	AGAP011984-RA	AFUN009692	AFUN009692-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP009979	AGAP009979-RA	AFUN010729	AFUN010729-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP009979	AGAP009979-RA	AFUN010729	AFUN010729-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004267	AGAP004267-RA	AFUN010882	AFUN010882-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004267	AGAP004267-RA	AFUN010882	AFUN010882-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004267	AGAP004267-RA	AFUN010882	AFUN010882-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008229	AGAP008229-RA	AFUN010905	AFUN010905-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008229	AGAP008229-RA	AFUN010905	AFUN010905-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008229	AGAP008229-RA	AFUN010905	AFUN010905-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP001367	AGAP001367-RA	AFUN011609	AFUN011609-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP001367	AGAP001367-RA	AFUN011609	AFUN011609-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008285	AGAP008285-RA	AFUN016452	AFUN016452-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008285	AGAP008285-RA	AFUN016452	AFUN016452-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008285	AGAP008285-RA	AFUN016452	AFUN016452-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004781	AGAP004781-RA	AFUN018538	AFUN018538-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004781	AGAP004781-RA	AFUN018538	AFUN018538-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP012414	AGAP012414-RA	AFUN018800	AFUN018800-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP012414	AGAP012414-RA	AFUN018800	AFUN018800-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011984	AGAP011984-RA	AFUN018893	AFUN018893-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP011984	AGAP011984-RA	AFUN018893	AFUN018893-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006439	AGAP006439-RA	AFUN019904	AFUN019904-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006439	AGAP006439-RA	AFUN019904	AFUN019904-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006925	AGAP006925-RA	AFUN019926	AFUN019926-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP006925	AGAP006925-RA	AFUN019926	AFUN019926-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008613	AGAP008613-RB	AFUN020637	AFUN020637-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008613	AGAP008613-RA	AFUN020637	AFUN020637-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008613	AGAP008613-RB	AFUN020637	AFUN020637-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008613	AGAP008613-RA	AFUN020637	AFUN020637-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008613	AGAP008613-RB	AFUN020637	AFUN020637-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP008613	AGAP008613-RA	AFUN020637	AFUN020637-RB	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP000757	AGAP000757-RA	AFUN021578	AFUN021578-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP000757	AGAP000757-RA	AFUN021578	AFUN021578-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP012208	AGAP012208-RA	AFUN021939	AFUN021939-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP012208	AGAP012208-RA	AFUN021939	AFUN021939-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004781	AGAP004781-RA	AFUN022220	AFUN022220-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP004781	AGAP004781-RA	AFUN022220	AFUN022220-RA	Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP012265	AGAP012265-RA			Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP012265	AGAP012265-RA			Other types of O-glycan biosynthesis	Other types of O-glycan biosynthesis
AGAP010056	AGAP010056-RA	AFUN000104	AFUN000104-RA	Other glycan degradation	Other glycan degradation
AGAP010056	AGAP010056-RA	AFUN000104	AFUN000104-RA	Other glycan degradation	Other glycan degradation
AGAP000249	AGAP000249-RA	AFUN000262	AFUN000262-RA	Other glycan degradation	Other glycan degradation
AGAP000249	AGAP000249-RA	AFUN000262	AFUN000262-RA	Other glycan degradation	Other glycan degradation
AGAP000249	AGAP000249-RA	AFUN000262	AFUN000262-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Other glycan degradation	Other glycan degradation
AGAP007080	AGAP007080-RA	AFUN001100	AFUN001100-RA	Other glycan degradation	Other glycan degradation
AGAP007080	AGAP007080-RA	AFUN001100	AFUN001100-RA	Other glycan degradation	Other glycan degradation
AGAP012301	AGAP012301-RA	AFUN001378	AFUN001378-RA	Other glycan degradation	Other glycan degradation
AGAP012301	AGAP012301-RA	AFUN001378	AFUN001378-RA	Other glycan degradation	Other glycan degradation
AGAP001649	AGAP001649-RA	AFUN001586	AFUN001586-RA	Other glycan degradation	Other glycan degradation
AGAP001649	AGAP001649-RA	AFUN001586	AFUN001586-RA	Other glycan degradation	Other glycan degradation
AGAP000143	AGAP000143-RA	AFUN003876	AFUN003876-RA	Other glycan degradation	Other glycan degradation
AGAP000143	AGAP000143-RA	AFUN003876	AFUN003876-RA	Other glycan degradation	Other glycan degradation
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Other glycan degradation	Other glycan degradation
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Other glycan degradation	Other glycan degradation
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Other glycan degradation	Other glycan degradation
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Other glycan degradation	Other glycan degradation
AGAP004032	AGAP004032-RA	AFUN009261	AFUN009261-RA	Other glycan degradation	Other glycan degradation
AGAP004032	AGAP004032-RA	AFUN009261	AFUN009261-RA	Other glycan degradation	Other glycan degradation
AGAP007285	AGAP007285-RA	AFUN009736	AFUN009736-RA	Other glycan degradation	Other glycan degradation
AGAP007285	AGAP007285-RA	AFUN009736	AFUN009736-RA	Other glycan degradation	Other glycan degradation
AGAP007285	AGAP007285-RA	AFUN009736	AFUN009736-RA	Other glycan degradation	Other glycan degradation
AGAP007285	AGAP007285-RA	AFUN009736	AFUN009736-RA	Other glycan degradation	Other glycan degradation
AGAP004270	AGAP004270-RA	AFUN010885	AFUN010885-RA	Other glycan degradation	Other glycan degradation
AGAP004270	AGAP004270-RA	AFUN010885	AFUN010885-RA	Other glycan degradation	Other glycan degradation
AGAP002055	AGAP002055-RA	AFUN016397	AFUN016397-RA	Other glycan degradation	Other glycan degradation
AGAP002055	AGAP002055-RA	AFUN016397	AFUN016397-RA	Other glycan degradation	Other glycan degradation
AGAP002058	AGAP002058-RA	AFUN016398	AFUN016398-RA	Other glycan degradation	Other glycan degradation
AGAP002058	AGAP002058-RA	AFUN016398	AFUN016398-RA	Other glycan degradation	Other glycan degradation
AGAP002058	AGAP002058-RA	AFUN016398	AFUN016398-RA	Other glycan degradation	Other glycan degradation
AGAP002056	AGAP002056-RA	AFUN016400	AFUN016400-RA	Other glycan degradation	Other glycan degradation
AGAP002056	AGAP002056-RA	AFUN016400	AFUN016400-RA	Other glycan degradation	Other glycan degradation
AGAP008584	AGAP008584-RA	AFUN020683	AFUN020683-RA	Other glycan degradation	Other glycan degradation
AGAP008584	AGAP008584-RA	AFUN020683	AFUN020683-RA	Other glycan degradation	Other glycan degradation
AGAP008584	AGAP008584-RA	AFUN020683	AFUN020683-RA	Other glycan degradation	Other glycan degradation
AGAP008830	AGAP008830-RA	AFUN022129	AFUN022129-RA	Other glycan degradation	Other glycan degradation
AGAP008830	AGAP008830-RA	AFUN022129	AFUN022129-RA	Other glycan degradation	Other glycan degradation
AGAP008830	AGAP008830-RA	AFUN022129	AFUN022129-RA	Other glycan degradation	Other glycan degradation
AGAP001912	AGAP001912-RA	AFUN000040	AFUN000040-RA	Or8	Ors
AGAP004067	AGAP004067-RA	AFUN000794	AFUN000794-RA	Or58	Ors
AGAP008333	AGAP008333-RA	AFUN000877	AFUN000877-RA	Or9	Ors
AGAP008894	AGAP008894-RA	AFUN000877	AFUN000877-RA	Or65	Ors
AGAP002045	AGAP002045-RA	AFUN001687	AFUN001687-RA	Or75	Ors
AGAP002046	AGAP002046-RA	AFUN001687	AFUN001687-RA	Or76	Ors
AGAP002045	AGAP002045-RA	AFUN001688	AFUN001688-RA	Or75	Ors
AGAP002046	AGAP002046-RA	AFUN001688	AFUN001688-RA	Or76	Ors
AGAP002044	AGAP002044-RA	AFUN001689	AFUN001689-RA	Or77	Ors
AGAP011813	AGAP011813-RA	AFUN002108	AFUN002108-RA	Or54	Ors
AGAP004354	AGAP004354-RA	AFUN002481	AFUN002481-RA	Or26	Ors
AGAP004355	AGAP004355-RA	AFUN002481	AFUN002481-RA	Or27	Ors
AGAP004356	AGAP004356-RA	AFUN002481	AFUN002481-RA	Or56	Ors
AGAP004357	AGAP004357-RA	AFUN002481	AFUN002481-RA	Or57	Ors
AGAP009111	AGAP009111-RA	AFUN002901	AFUN002901-RA	Or29	Ors
AGAP000230	AGAP000230-RA	AFUN003900	AFUN003900-RA	Or52	Ors
AGAP004278	AGAP004278-RA	AFUN004194	AFUN004194-RA	Or42	Ors
AGAP006167	AGAP006167-RA	AFUN004279	AFUN004279-RA	Or49	Ors
AGAP009411	AGAP009411-RA	AFUN005222	AFUN005222-RA	Or20	Ors
AGAP009519	AGAP009519-RA	AFUN005310	AFUN005310-RA	Or2	Ors
AGAP009640	AGAP009640-RA	AFUN005400	AFUN005400-RA	Or1	Ors
AGAP009705	AGAP009705-RA	AFUN005655	AFUN005655-RA	Or69	Ors
AGAP009706	AGAP009706-RA	AFUN005655	AFUN005655-RA	Or70	Ors
AGAP009707	AGAP009707-RA	AFUN005655	AFUN005655-RA	Or71	Ors
AGAP009718	AGAP009718-RA	AFUN005655	AFUN005655-RA	Or72	Ors
AGAP009719	AGAP009719-RA	AFUN005655	AFUN005655-RA	Or73	Ors
AGAP009720	AGAP009720-RA	AFUN005655	AFUN005655-RA	Or74	Ors
AGAP010507	AGAP010507-RA	AFUN006153	AFUN006153-RA	Or24	Ors
AGAP011989	AGAP011989-RA	AFUN007521	AFUN007521-RA	Or63	Ors
AGAP011991	AGAP011991-RA	AFUN007522	AFUN007522-RA	Or64	Ors
AGAP002995	AGAP002995-RA	AFUN007918	AFUN007918-RA	Or59	Ors
AGAP002126	AGAP002126-RA	AFUN007940	AFUN007940-RA	Or37	Ors
AGAP002125	AGAP002125-RA	AFUN007941	AFUN007941-RA	Or34	Ors
AGAP001012	AGAP001012-RA	AFUN008089	AFUN008089-RA	Or36	Ors
AGAP001012	AGAP001012-RA	AFUN008090	AFUN008090-RA	Or36	Ors
AGAP002639	AGAP002639-RA	AFUN008522	AFUN008522-RA	Or39	Ors
AGAP002640	AGAP002640-RA	AFUN008523	AFUN008523-RA	Or38	Ors
AGAP002640	AGAP002640-RA	AFUN008524	AFUN008524-RA	Or38	Ors
AGAP011631	AGAP011631-RA	AFUN008580	AFUN008580-RA	Or11	Ors
AGAP003310	AGAP003310-RA	AFUN008614	AFUN008614-RA	Or66	Ors
AGAP002558	AGAP002558-RA	AFUN009118	AFUN009118-RA	Or40	Ors
AGAP007797	AGAP007797-RA	AFUN009851	AFUN009851-RA	Or23	Ors
AGAP011979	AGAP011979-RA	AFUN010167	AFUN010167-RA	Or60	Ors
AGAP011978	AGAP011978-RA	AFUN010168	AFUN010168-RA	Or62	Ors
AGAP008114	AGAP008114-RA	AFUN011830	AFUN011830-RA	Or22	Ors
AGAP004354	AGAP004354-RA	AFUN015721	AFUN015721-RA	Or26	Ors
AGAP004355	AGAP004355-RA	AFUN015721	AFUN015721-RA	Or27	Ors
AGAP004356	AGAP004356-RA	AFUN015721	AFUN015721-RA	Or56	Ors
AGAP004357	AGAP004357-RA	AFUN015721	AFUN015721-RA	Or57	Ors
AGAP002560	AGAP002560-RA	AFUN015737	AFUN015737-RA	Orco	Ors
AGAP002722	AGAP002722-RA	AFUN015769	AFUN015769-RA	Or28	Ors
AGAP009410	AGAP009410-RA	AFUN015781	AFUN015781-RA	Or18	Ors
AGAP009408	AGAP009408-RA	AFUN015782	AFUN015782-RA	Or14	Ors
AGAP009409	AGAP009409-RA	AFUN015782	AFUN015782-RA	Or51	Ors
AGAP009520	AGAP009520-RA	AFUN015901	AFUN015901-RA	Or10	Ors
AGAP009392	AGAP009392-RA	AFUN015939	AFUN015939-RA	Or46	Ors
AGAP009393	AGAP009393-RA	AFUN015939	AFUN015939-RA	Or47	Ors
AGAP009391	AGAP009391-RA	AFUN015940	AFUN015940-RA	Or30	Ors
AGAP009394	AGAP009394-RA	AFUN015941	AFUN015941-RA	Or16	Ors
AGAP009397	AGAP009397-RA	AFUN015942	AFUN015942-RA	Or55	Ors
AGAP005495	AGAP005495-RA	AFUN015965	AFUN015965-RA	Or80	Ors
AGAP009391	AGAP009391-RA	AFUN015968	AFUN015968-RA	Or30	Ors
AGAP009390	AGAP009390-RA	AFUN015969	AFUN015969-RA	Or53	Ors
AGAP009392	AGAP009392-RA	AFUN015970	AFUN015970-RA	Or46	Ors
AGAP009393	AGAP009393-RA	AFUN015970	AFUN015970-RA	Or47	Ors
AGAP011468	AGAP011468-RA	AFUN015973	AFUN015973-RA	Or4	Ors
AGAP011469	AGAP011469-RA	AFUN015974	AFUN015974-RA	OR3	Ors
AGAP011467	AGAP011467-RA	AFUN015975	AFUN015975-RA	Or5	Ors
AGAP009705	AGAP009705-RA	AFUN015986	AFUN015986-RA	Or69	Ors
AGAP009706	AGAP009706-RA	AFUN015986	AFUN015986-RA	Or70	Ors
AGAP009707	AGAP009707-RA	AFUN015986	AFUN015986-RA	Or71	Ors
AGAP009718	AGAP009718-RA	AFUN015986	AFUN015986-RA	Or72	Ors
AGAP009719	AGAP009719-RA	AFUN015986	AFUN015986-RA	Or73	Ors
AGAP009720	AGAP009720-RA	AFUN015986	AFUN015986-RA	Or74	Ors
AGAP009704	AGAP009704-RA	AFUN015987	AFUN015987-RA	Or68	Ors
AGAP013512	AGAP013512-RA	AFUN015988	AFUN015988-RA	Or61	Ors
AGAP000226	AGAP000226-RA	AFUN015989	AFUN015989-RA	Or41	Ors
AGAP010504	AGAP010504-RA	AFUN015994	AFUN015994-RA	Or43	Ors
AGAP010505	AGAP010505-RA	AFUN015994	AFUN015994-RA	Or44	Ors
AGAP010504	AGAP010504-RA	AFUN015995	AFUN015995-RA	Or43	Ors
AGAP010505	AGAP010505-RA	AFUN015995	AFUN015995-RA	Or44	Ors
AGAP002640	AGAP002640-RA	AFUN019179	AFUN019179-RA	Or38	Ors
AGAP002640	AGAP002640-RA	AFUN019310	AFUN019310-RA	Or38	Ors
AGAP004951	AGAP004951-RA	AFUN020153	AFUN020153-RA	Or32	Ors
AGAP010278	AGAP010278-RA	AFUN003164	AFUN003164-RA	One carbon pool by folate	One carbon pool by folate
AGAP010278	AGAP010278-RA	AFUN003164	AFUN003164-RA	One carbon pool by folate	One carbon pool by folate
AGAP010278	AGAP010278-RA	AFUN003164	AFUN003164-RA	One carbon pool by folate	One carbon pool by folate
AGAP010278	AGAP010278-RA	AFUN003164	AFUN003164-RA	One carbon pool by folate	One carbon pool by folate
AGAP001124	AGAP001124-RA	AFUN005155	AFUN005155-RA	One carbon pool by folate	One carbon pool by folate
AGAP001124	AGAP001124-RA	AFUN005155	AFUN005155-RA	One carbon pool by folate	One carbon pool by folate
AGAP001124	AGAP001124-RA	AFUN005155	AFUN005155-RA	One carbon pool by folate	One carbon pool by folate
AGAP010457	AGAP010457-RA	AFUN006478	AFUN006478-RA	One carbon pool by folate	One carbon pool by folate
AGAP010457	AGAP010457-RA	AFUN006478	AFUN006478-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RB	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RA	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RB	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RA	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RB	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RA	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RB	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP004677	AGAP004677-RA	AFUN006515	AFUN006515-RA	One carbon pool by folate	One carbon pool by folate
AGAP001423	AGAP001423-RA	AFUN008340	AFUN008340-RA	One carbon pool by folate	One carbon pool by folate
AGAP001423	AGAP001423-RA	AFUN008340	AFUN008340-RA	One carbon pool by folate	One carbon pool by folate
AGAP001423	AGAP001423-RA	AFUN008340	AFUN008340-RA	One carbon pool by folate	One carbon pool by folate
AGAP009591	AGAP009591-RA	AFUN008871	AFUN008871-RA	One carbon pool by folate	One carbon pool by folate
AGAP009591	AGAP009591-RA	AFUN008871	AFUN008871-RA	One carbon pool by folate	One carbon pool by folate
AGAP009591	AGAP009591-RA	AFUN008871	AFUN008871-RA	One carbon pool by folate	One carbon pool by folate
AGAP007479	AGAP007479-RA	AFUN009284	AFUN009284-RA	One carbon pool by folate	One carbon pool by folate
AGAP007479	AGAP007479-RA	AFUN009284	AFUN009284-RA	One carbon pool by folate	One carbon pool by folate
AGAP007479	AGAP007479-RA	AFUN009284	AFUN009284-RA	One carbon pool by folate	One carbon pool by folate
AGAP002830	AGAP002830-RA	AFUN009498	AFUN009498-RA	One carbon pool by folate	One carbon pool by folate
